id	hunter	status	typesample	serial	year	manufacturer	model	twdb_url	image	images
3213	Ramsr	Sightings	NONE	152228887	1971	Olympia	Traveller	http://typewriterdatabase.com/1971-olympia-traveller.3213.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3213_1410398477.jpg	0
3214	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3214_1410575742.jpg	3917209	1969	Olympia	SM9	http://typewriterdatabase.com/1969-olympia-sm9.3214.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3214_1410398870.jpg	0
3215	Ramsr	Sightings	NONE	V269832	1930	Remington	Portable	http://typewriterdatabase.com/1930-remington-portable.3215.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3215_1410399182.jpg	1
3216	Ramsr	My Collection	NONE	S65540	1932	Remington	Remie Scout Model	http://typewriterdatabase.com/1932-remington-remie-scout-model.3216.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3216_1410399559.jpg	0
3217	Ramsr	Sightings	NONE	F941787	1936	Underwood	Universal	http://typewriterdatabase.com/1936-underwood-universal.3217.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3217_1410399809.jpg	0
3218	Ramsr	My Collection	NONE	NS85714	1928	Remington	Portable	http://typewriterdatabase.com/1928-remington-portable.3218.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3218_1410400221.jpg	0
3219	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3219_1410490043.jpg	A-1952440	1950	Royal	Quiet De Luxe	http://typewriterdatabase.com/1950-royal-quiet-de-luxe.3219.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3219_1410400659.jpg	0
3220	Ramsr	Sightings	NONE	A-1293045	1947	Royal	Quiet De Luxe	http://typewriterdatabase.com/1947-royal-quiet-de-luxe.3220.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3220_1410403811.jpg	0
3221	Ramsr	Sightings	NONE	A-1532344	1948	Royal	Quiet De Luxe	http://typewriterdatabase.com/1948-royal-quiet-de-luxe.3221.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3221_1410404121.jpg	0
3222	Ramsr	Sightings	NONE	A-1068276	1941	Royal	Quiet De Luxe	http://typewriterdatabase.com/1941-royal-quiet-de-luxe.3222.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3222_1410404367.jpg	0
3223	Ramsr	Sightings	NONE	F-2462574	1952	Royal	Companion	http://typewriterdatabase.com/1952-royal-companion.3223.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3223_1410404606.jpg	0
3224	Ramsr	My Collection	NONE	T4Y 23230	1950s	Tower	Chieftain	http://typewriterdatabase.com/1950s-tower-chieftain.3224.typewriter	http://typewriterdatabase.com/img/thumbs/gtower _3224_1410405141.jpg	0
3225	Ramsr	My Collection	NONE	S4Y 11830	1950s	Sears	Chieftain	http://typewriterdatabase.com/1950s-sears-chieftain.3225.typewriter	http://typewriterdatabase.com/img/thumbs/gsears _3225_1410405289.jpg	0
3226	Ramsr	My Collection	NONE	A-1434	1950s	Antares	Parva	http://typewriterdatabase.com/1950s-antares-parva.3226.typewriter	http://typewriterdatabase.com/img/thumbs/gantares _3226_1410406316.jpg	0
3227	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3227_1410489813.jpg	169843	1951	Olympia	SM2	http://typewriterdatabase.com/1951-olympia-sm2.3227.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3227_1410406794.jpg	0
3228	Ramsr	Sightings	NONE	1526894	1960	Olympia	SM4	http://typewriterdatabase.com/1960-olympia-sm4.3228.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3228_1410407298.jpg	0
3229	Ramsr	My Collection	http://typewriterdatabase.com/img/t _3229_1410489966.jpg	5T 608723X	1957	Smith Corona	Silent	http://typewriterdatabase.com/1957-smith-corona-silent.3229.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3229_1410407954.jpg	0
3230	Ramsr	Sightings	NONE	5S 148440	1949	Smith Corona	Silent	http://typewriterdatabase.com/1949-smith-corona-silent.3230.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3230_1410408073.jpg	0
3231	Ramsr	Sightings	http://typewriterdatabase.com/img/tsmith-corona _3231_1438562747.jpg	5A 965425	1961	Smith Corona	Sterling	http://typewriterdatabase.com/1961-smith-corona-sterling.3231.typewriter	http://typewriterdatabase.com/img/thumbs/gsmith-corona _3231_1438562747.jpg	3
3232	Uwe	My Collection	http://typewriterdatabase.com/img/tcommodore _3232_1410408759.jpg	4201770	1967	Commodore	Unknown	http://typewriterdatabase.com/1967-commodore-unknown.3232.typewriter	http://typewriterdatabase.com/img/thumbs/gcommodore _3232_1410408758.jpg	20
3233	Ramsr	Sightings	NONE	2Y 267267	1954	Smith Corona	Skyriter	http://typewriterdatabase.com/1954-smith-corona-skyriter.3233.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3233_1410408953.jpg	0
3234	Ramsr	Sightings	NONE	6T 290450X	1960	Smith Corona	Galaxie	http://typewriterdatabase.com/1960-smith-corona-galaxie.3234.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3234_1410409150.jpg	0
3235	Ramsr	My Collection	NONE	QR 3392614	1958	Remington	Quiet-Riter	http://typewriterdatabase.com/1958-remington-quietriter.3235.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3235_1410409323.jpg	0
3236	ScottK	My Collection	NONE	6896	1949	Orbis	Orbis	http://typewriterdatabase.com/1949-orbis-orbis.3236.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3236_1410440079.jpg	0
3237	Uwe	My Collection	http://typewriterdatabase.com/img/tfacit _3237_1410457154.jpg	228104	1971	Facit	1820	http://typewriterdatabase.com/1971-facit-1820.3237.typewriter	http://typewriterdatabase.com/img/thumbs/gfacit _3237_1410457154.jpg	21
3238	Uwe	Sightings	NONE	Unknown	196X	Underwood	Touchmaster II	http://typewriterdatabase.com/196x-underwood-touchmaster-ii.3238.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3238_1410463820.jpg	6
3239	zetix	Sightings	http://typewriterdatabase.com/img/tsmithcorona _3239_1410467364.jpg	4C 200362X	1949	Smith Corona	Clipper	http://typewriterdatabase.com/1949-smith-corona-clipper.3239.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3239_1410467363.jpg	9
3240	munk	Sightings	NONE	458534	1957	Olivetti	Lettera 22	http://typewriterdatabase.com/1957-olivetti-lettera-22.3240.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _3240_1410475653.jpg	6
3241	munk	Sightings	http://typewriterdatabase.com/img/troyal _3241_1410475850.jpg	AW-3882948	1958	Royal	Quiet De Luxe	http://typewriterdatabase.com/1958-royal-quiet-de-luxe.3241.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3241_1410475849.jpg	4
3242	munk	Sightings	NONE	7112090	198x	IBM	85	http://typewriterdatabase.com/198x-ibm-85.3242.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _3242_1410476349.jpg	5
3243	munk	Sightings	http://typewriterdatabase.com/img/tgossen-tippa _3243_1410476941.jpg	38091	1951	Gossen Tippa	Tippa	http://typewriterdatabase.com/1951-gossen-tippa-tippa.3243.typewriter	http://typewriterdatabase.com/img/thumbs/ggossen-tippa _3243_1410476940.jpg	9
3244	Ramsr	Sightings	NONE	AY 143690	1968	Remington	1040	http://typewriterdatabase.com/1968-remington-1040.3244.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3244_1410490596.jpg	0
3245	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3245_1417063090.jpg	AY 410756	1968	Remington	1040	http://typewriterdatabase.com/1968-remington-1040.3245.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3245_1410490763.jpg	0
3246	Ramsr	My Collection	NONE	TR 548184	1965	Remington	Travel-Riter	http://typewriterdatabase.com/1965-remington-travelriter.3246.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3246_1410490996.jpg	0
3247	Ramsr	Sightings	NONE	G1 813306	1935	Underwood	Champion	http://typewriterdatabase.com/1935-underwood-champion.3247.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3247_1410491316.jpg	0
3248	Ramsr	Sightings	NONE	6330574	1981	Royal (Messa)	Safari	http://typewriterdatabase.com/1981-royal-messa-safari.3248.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3248_1410491494.jpg	0
3249	Ramsr	Sightings	NONE	SA-6003824	1965	Royal	Safari	http://typewriterdatabase.com/1965-royal-safari.3249.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3249_1410491817.jpg	0
3250	Ramsr	Sightings	NONE	3868748	197X	Adler	J4	http://typewriterdatabase.com/197x-adler-j4.3250.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _3250_1410492009.jpg	0
3251	Ramsr	Sightings	NONE	RL-4690534	1961	Royal	Royalite	http://typewriterdatabase.com/1961-royal-royalite.3251.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3251_1410492241.jpg	0
3252	Ramsr	Sightings	NONE	S 5118310	1962	Royal	Signet	http://typewriterdatabase.com/1962-royal-signet.3252.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3252_1410492425.jpg	0
3253	Ramsr	Sightings	NONE	XX ??	196X	Remington	Envoy II	http://typewriterdatabase.com/196x-remington-envoy-ii.3253.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3253_1410492707.jpg	0
3254	Ramsr	Sightings	NONE	D 53253267	1975	Brother	Charger 11 Correction	http://typewriterdatabase.com/1975-brother-charger-11-correction.3254.typewriter	http://typewriterdatabase.com/img/thumbs/gbrother _3254_1410493514.jpg	0
3255	zetix	Sightings	http://typewriterdatabase.com/img/tolivetti _3255_1410515402.jpg	0454884	197x	Olivetti	DORA	http://typewriterdatabase.com/197x-olivetti-dora.3255.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _3255_1410515401.jpg	5
3256	zetix	Sightings	http://typewriterdatabase.com/img/tremington _3256_1410518461.jpg	NX 70721	1927	Remington	Portable	http://typewriterdatabase.com/1927-remington-portable.3256.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3256_1410518784.jpg	13
3257	richardpolt	Sightings	NONE	1W 9433	1940	Corona	Comet	http://typewriterdatabase.com/1940-corona-comet.3257.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3257_1410567280.jpg	3
3549	totallyyourtype	My Collection	http://typewriterdatabase.com/img/tsmithcorona _3549_1414445719.jpg	2Y-78916	1950	Smith Corona	Skyriter	http://typewriterdatabase.com/1950-smith-corona-skyriter.3549.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3549_1414445719.jpg	2
3258	Uwe	My Collection	http://typewriterdatabase.com/img/tolympia _3258_1410626359.jpg	208239	1950	Olympia	Plana	http://typewriterdatabase.com/1950-olympia-plana.3258.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3258_1410627508.jpg	20
3259	shordzi	My Collection	NONE	8584873	198x	Olivetti	Tropical	http://typewriterdatabase.com/198x-olivetti-tropical.3259.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _3259_1410630211.jpg	3
3260	shordzi	My Collection	NONE	9300953	1972	Hermes	Baby	http://typewriterdatabase.com/1972-hermes-baby.3260.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _3260_1410641211.jpg	2
4010	Ramsr	Sightings	http://typewriterdatabase.com/img/troyal _4010_1421008662.jpg	AG-2491593	1952	Royal	Quiet De Luxe	http://typewriterdatabase.com/1952-royal-quiet-de-luxe.4010.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _4010_1421008661.jpg	0
3261	shordzi	My Collection	NONE	9364074	198x	Olivetti	Anitech MS100	http://typewriterdatabase.com/198x-olivetti-anitech-ms100.3261.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _3261_1410646374.jpg	5
3262	jfisch	Sightings	http://typewriterdatabase.com/img/t _3262_1410660497.jpg	O-540256	1936	Royal	O	http://typewriterdatabase.com/1936-royal-o.3262.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3262_1410660228.jpg	4
3263	Ramsr	Sightings	NONE	CV6625851	1966	Royal	890	http://typewriterdatabase.com/1966-royal-890.3263.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3263_1410660716.jpg	0
3264	Ramsr	My Collection	NONE	5S 247710	1950	Smith Corona	Silent	http://typewriterdatabase.com/1950-smith-corona-silent.3264.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3264_1410660891.jpg	0
3266	Ramsr	Sightings	NONE	X ??	198X	Underwood	378	http://typewriterdatabase.com/198x-underwood-378.3266.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3266_1410661701.jpg	0
3267	Ramsr	Sightings	NONE	KH1760852	1935	Royal	KH	http://typewriterdatabase.com/1935-royal-kh.3267.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3267_1410661850.jpg	0
3268	Ramsr	Sightings	NONE	1096986	1934	L.C. Smith	8	http://typewriterdatabase.com/1934-lc-smith-8.3268.typewriter	http://typewriterdatabase.com/img/thumbs/glc-smith _3268_1410662045.jpg	0
3269	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3269_1411087566.jpg	560515	1923	L.C. Smith	8	http://typewriterdatabase.com/1923-lc-smith-8.3269.typewriter	http://typewriterdatabase.com/img/thumbs/glc-smith _3269_1410662290.jpg	0
3270	Ramsr	Sightings	NONE	XX ??	191X	Oliver	5	http://typewriterdatabase.com/191x-oliver-5.3270.typewriter	http://typewriterdatabase.com/img/thumbs/goliver _3270_1410662535.jpg	0
3271	Ramsr	Sightings	NONE	X 754631	1923	Royal	10	http://typewriterdatabase.com/1923-royal-10.3271.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3271_1410662802.jpg	0
3272	Ramsr	Sightings	NONE	Lp 81128	1928	Remington	12	http://typewriterdatabase.com/1928-remington-12.3272.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3272_1410663426.jpg	0
3273	Ramsr	Sightings	NONE	31732-2	1917	L.C. Smith	8	http://typewriterdatabase.com/1917-lc-smith-8.3273.typewriter	http://typewriterdatabase.com/img/thumbs/glc-smith _3273_1410663560.jpg	0
3274	Ramsr	Sightings	NONE	3733732	1930	Underwood	Noiseless	http://typewriterdatabase.com/1930-underwood-noiseless.3274.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3274_1410663902.jpg	0
3275	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3275_1415925256.jpg	1979901	1936	Royal	KHM	http://typewriterdatabase.com/1936-royal-khm.3275.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3275_1410664002.jpg	0
3276	Ramsr	Sightings	NONE	08141	1919	Oliver	9	http://typewriterdatabase.com/1919-oliver-9.3276.typewriter	http://typewriterdatabase.com/img/thumbs/goliver _3276_1410664209.jpg	0
3277	Ramsr	Sightings	NONE	NP 34625	1923	Remington	Portable	http://typewriterdatabase.com/1923-remington-portable.3277.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3277_1410664347.jpg	0
3278	Ramsr	My Collection	NONE	4C 240723	1940	Smith Corona	Clipper	http://typewriterdatabase.com/1940-smith-corona-clipper.3278.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3278_1410664615.jpg	0
3279	Ramsr	My Collection	NONE	3K 02653	1933	Corona	4	http://typewriterdatabase.com/1933-corona-4.3279.typewriter	http://typewriterdatabase.com/img/thumbs/gcorona _3279_1410664760.jpg	0
3280	Ramsr	Sightings	NONE	1S 30620	1935	Corona	Silent	http://typewriterdatabase.com/1935-corona-silent.3280.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3280_1410665013.jpg	0
3281	Ramsr	My Collection	NONE	IF 9808	1934	Corona	Junior	http://typewriterdatabase.com/1934-corona-junior.3281.typewriter	http://typewriterdatabase.com/img/thumbs/gcorona _3281_1410665419.jpg	0
3282	skuterescz	My Collection	NONE	C-309617-082	196X	Antares	LP44	http://typewriterdatabase.com/196x-antares-lp44.3282.typewriter	http://typewriterdatabase.com/img/thumbs/gantares _3282_1410674968.jpg	4
3283	zetix	Sightings	http://typewriterdatabase.com/img/tremington _3283_1410705288.jpg	EQR 409817	1959	Remington	Quiet-Riter	http://typewriterdatabase.com/1959-remington-quietriter.3283.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3283_1410705287.jpg	11
3284	zetix	Sightings	http://typewriterdatabase.com/img/tolivetti _3284_1410705425.jpg	0195896	1970	Olivetti	Lettera 32	http://typewriterdatabase.com/1970-olivetti-lettera-32.3284.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _3284_1410705424.jpg	5
3285	professorc30	Sightings	http://typewriterdatabase.com/img/tibm _3285_1410710491.jpg	4074577	1962	IBM	Selectric I	http://typewriterdatabase.com/1962-ibm-selectric-i.3285.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _3285_1410710722.jpg	8
3286	Eisenberg	My Collection	http://typewriterdatabase.com/img/t _3286_1417383453.jpg	4057	1910	Emerson	3	http://typewriterdatabase.com/1910-emerson-3.3286.typewriter	http://typewriterdatabase.com/img/thumbs/gemerson _3286_1410715009.jpg	8
3289	JustAnotherGuy	Sightings	http://typewriterdatabase.com/img/troyal _3289_1410741257.jpg	4841317	196X	Royal	990	http://typewriterdatabase.com/196x-royal-990.3289.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3289_1410741255.jpg	6
3290	Ramsr	Sightings	NONE	7050775	1970	Hermes	3000	http://typewriterdatabase.com/1970-hermes-3000.3290.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _3290_1410744243.jpg	0
3291	Ramsr	My Collection	NONE	5494279	1956	Hermes	Rocket	http://typewriterdatabase.com/1956-hermes-rocket.3291.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _3291_1410744486.jpg	0
3292	Ramsr	My Collection	NONE	408258	1954	Princess (Keller und Knappich)	Princess 100	http://typewriterdatabase.com/1954-princess-keller-und-knappich-princess-100.3292.typewriter	http://typewriterdatabase.com/img/thumbs/gprincess _3292_1410744816.jpg	0
3293	Ramsr	My Collection	NONE	106841	196X	Cole Steel	3	http://typewriterdatabase.com/196x-cole-steel-3.3293.typewriter	http://typewriterdatabase.com/img/thumbs/gcole-steel _3293_1410745307.jpg	0
3294	Ramsr	Sightings	NONE	160856	1918	Corona	3	http://typewriterdatabase.com/1918-corona-3.3294.typewriter	http://typewriterdatabase.com/img/thumbs/gcorona _3294_1410746850.jpg	0
5619	Ramsr	My Collection	http://typewriterdatabase.com/img/tolympia _5619_1451449251.jpg	5-1077383	1966	Olympia	Splendid 33	http://typewriterdatabase.com/1966-olympia-splendid-33.5619.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _5619_1451449251.jpg	0
3295	Ramsr	My Collection	NONE	572920	1923	Corona	3	http://typewriterdatabase.com/1923-corona-3.3295.typewriter	http://typewriterdatabase.com/img/thumbs/gcorona _3295_1410747358.jpg	0
3296	Ramsr	My Collection	NONE	1A23398	1936	Corona	Sterling	http://typewriterdatabase.com/1936-corona-sterling.3296.typewriter	http://typewriterdatabase.com/img/thumbs/gcorona _3296_1410749075.jpg	0
3297	Ramsr	My Collection	NONE	S 102838	1941	Remington	Streamliner	http://typewriterdatabase.com/1941-remington-streamliner.3297.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3297_1410749285.jpg	0
3298	Ramsr	My Collection	NONE	3A83542	1940	Corona	Sterling	http://typewriterdatabase.com/1940-corona-sterling.3298.typewriter	http://typewriterdatabase.com/img/thumbs/gcorona _3298_1410749600.jpg	0
3300	Ramsr	Sightings	NONE	A-1441098	1947	Royal	Quiet De Luxe	http://typewriterdatabase.com/1947-royal-quiet-de-luxe.3300.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3300_1410749794.jpg	0
3302	Ramsr	My Collection	NONE	998996	1957	Optima	Elite 3	http://typewriterdatabase.com/1957-optima-elite-3.3302.typewriter	http://typewriterdatabase.com/img/thumbs/goptima _3302_1410750470.jpg	0
3303	Ramsr	Sightings	NONE	800136	1935	Underwood	F	http://typewriterdatabase.com/1935-underwood-f.3303.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3303_1410750795.jpg	0
3304	Ramsr	My Collection	NONE	O-375765	1934	Royal	O	http://typewriterdatabase.com/1934-royal-o.3304.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3304_1410751081.jpg	0
3305	Ramsr	My Collection	NONE	V-837376	1936	Remington	5	http://typewriterdatabase.com/1936-remington-5.3305.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3305_1410751374.jpg	0
3306	Ramsr	Sightings	NONE	1174428	1941	Remington	Deluxe 5	http://typewriterdatabase.com/1941-remington-deluxe-5.3306.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3306_1410751711.jpg	0
3307	Ramsr	My Collection	NONE	H55053	1937	Remington	7 Noiseless	http://typewriterdatabase.com/1937-remington-7-noiseless.3307.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3307_1410752041.jpg	0
3308	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3308_1417216353.jpg	V-710090	1935	Remington	Model 5	http://typewriterdatabase.com/1935-remington-model-5.3308.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3308_1410752229.jpg	0
3309	Ramsr	My Collection	NONE	E-33366	1937	Remington	8 Noiseless	http://typewriterdatabase.com/1937-remington-8-noiseless.3309.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3309_1410752712.jpg	0
3311	zetix	Sightings	http://typewriterdatabase.com/img/timperial _3311_1410812769.jpg	4AT 641	1960	Imperial	Good Companion 4	http://typewriterdatabase.com/1960-imperial-good-companion-4.3311.typewriter	http://typewriterdatabase.com/img/thumbs/gimperial _3311_1410812768.jpg	7
3312	Uwe	My Collection	http://typewriterdatabase.com/img/troyal _3312_1410817789.jpg	HHE13-4866964	1952	Royal	HH	http://typewriterdatabase.com/1952-royal-hh.3312.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3312_1410817788.jpg	22
3313	Uwe	My Collection	http://typewriterdatabase.com/img/troyal _3313_1410821330.jpg	UB-107083	1939	Royal	Varsity	http://typewriterdatabase.com/1939-royal-varsity.3313.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3313_1410821330.jpg	18
3314	Ramsr	Sightings	NONE	NK67985	1926	Remington	Portable	http://typewriterdatabase.com/1926-remington-portable.3314.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3314_1410837078.jpg	0
3315	Ramsr	My Collection	NONE	V 305957	1930	Remington	3	http://typewriterdatabase.com/1930-remington-3.3315.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3315_1410837455.jpg	0
3316	Ramsr	My Collection	NONE	S 245122	1929	Remington	3	http://typewriterdatabase.com/1929-remington-3.3316.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3316_1410837678.jpg	0
3317	Ramsr	My Collection	NONE	V 370760	1930	Remington	3	http://typewriterdatabase.com/1930-remington-3.3317.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3317_1410838518.jpg	0
3318	Ramsr	My Collection	NONE	V 379482	1931	Remington	3	http://typewriterdatabase.com/1931-remington-3.3318.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3318_1410838673.jpg	0
3319	Ramsr	Sightings	NONE	26711	1922	Underwood	Portable 3 Bank	http://typewriterdatabase.com/1922-underwood-portable-3-bank.3319.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3319_1410839041.jpg	0
3320	Ramsr	Sightings	NONE	A-1934926	1949	Royal	Quiet De Luxe	http://typewriterdatabase.com/1949-royal-quiet-de-luxe.3320.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3320_1410839322.jpg	0
3322	Ramsr	Sightings	NONE	3059447	1972	Adler	Contessa	http://typewriterdatabase.com/1972-adler-contessa.3322.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _3322_1410839844.jpg	0
3323	typeshalfspaces	My Collection	http://typewriterdatabase.com/img/tolympia _3323_1410871856.jpg	487269	1954	Olympia	SM2	http://typewriterdatabase.com/1954-olympia-sm2.3323.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3323_1410872925.jpg	7
3324	richardpolt	Sightings	NONE	6MSH 106143	1970?	Smith Corona	Clipper Seventy Deluxe	http://typewriterdatabase.com/1970-smith-corona-clipper-seventy-deluxe.3324.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3324_1410909370.jpg	2
3325	ari	My Collection	http://typewriterdatabase.com/img/troyal _3325_1410915220.png	A-1217288	1946	Royal	Quiet De Luxe	http://typewriterdatabase.com/1946-royal-quiet-de-luxe.3325.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3325_1410915219.jpg	0
3326	ari	My Collection	NONE	7502510	1979	Hermes	3000	http://typewriterdatabase.com/1979-hermes-3000.3326.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _3326_1410915678.jpg	0
3327	zetix	Sightings	http://typewriterdatabase.com/img/t _3327_1410994322.jpg	4456657	1972	Olympia	SM8	http://typewriterdatabase.com/1972-olympia-sm8.3327.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3327_1410990241.jpg	10
3406	Uwe	My Collection	http://typewriterdatabase.com/img/tsmithcorona _3406_1412447492.jpg	5S-499931	1954	Smith Corona	Silent	http://typewriterdatabase.com/1954-smith-corona-silent.3406.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3406_1412447491.jpg	21
4090	Liv2BTru2u	Sightings	NONE	16604	1954	Brosette	Portable	http://typewriterdatabase.com/1954-brosette-portable.4090.typewriter	http://typewriterdatabase.com/img/thumbs/gbrosette _4090_1422071505.jpg	9
3329	richardpolt	Sightings	http://typewriterdatabase.com/img/t _3329_1411003403.jpg	4413146-11	1935	Underwood	6	http://typewriterdatabase.com/1935-underwood-6.3329.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _3329_1411003369.jpg	0
3330	Ramsr	Sightings	NONE	ER 3397676	1957	Remington	Office Riter	http://typewriterdatabase.com/1957-remington-office-riter.3330.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _3330_1411009086.jpg	0
3331	Ramsr	Sightings	NONE	A-1794178	1949	Royal	Quiet De Luxe	http://typewriterdatabase.com/1949-royal-quiet-de-luxe.3331.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _3331_1411009352.jpg	0
3332	Ramsr	Sightings	http://typewriterdatabase.com/img/t _3332_1412127603.jpg	1C 164284	1938	Corona	Standard	http://typewriterdatabase.com/1938-corona-standard.3332.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3332_1411009652.jpg	0
3333	Ramsr	My Collection	NONE	101027	1957	Olympia	SM3	http://typewriterdatabase.com/1957-olympia-sm3.3333.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _3333_1411010289.jpg	0
3334	Ramsr	Sightings	NONE	3560473	1969	Hermes	3000	http://typewriterdatabase.com/1969-hermes-3000.3334.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _3334_1411010542.jpg	0
3335	Ramsr	My Collection	NONE	61853	1910	Smith Premier	10	http://typewriterdatabase.com/1910-smith-premier-10.3335.typewriter	http://typewriterdatabase.com/img/thumbs/gsmith-premier _3335_1411010776.jpg	0
3336	Ramsr	My Collection	NONE	4247974	1961	Triumph	Tippa	http://typewriterdatabase.com/1961-triumph-tippa.3336.typewriter	http://typewriterdatabase.com/img/thumbs/gtriumph _3336_1411011194.jpg	0
