id	hunter	status	typesample	serial	year	manufacturer	model	twdb_url	image	images
1	munk	Sightings	http://typewriterdatabase.com/img/tSmith-Corona _1_1359326742.jpg	5TE139238	1958	Smith Corona	Electric Portable	http://typewriterdatabase.com/1958-smith-corona-electric-portable.1.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _1_1359349978.png	5
2	munk	My Collection	http://typewriterdatabase.com/img/tBrother _2_1359327272.jpg	L0944386	1970	Webster	XL-747	http://typewriterdatabase.com/1970-webster-xl747.2.typewriter	http://typewriterdatabase.com/img/thumbs/gBrother _2_1359327271.jpg	6
3	munk	My Collection	http://typewriterdatabase.com/img/tHermes _3_1359327982.gif	3246817	1964	Hermes	3000	http://typewriterdatabase.com/1964-hermes-3000.3.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _3_1359350118.jpg	6
4	munk	Sightings	http://typewriterdatabase.com/img/tSmith-Corona _4_1360640709.jpg	2Y339780	1957	Smith Corona	Skyriter	http://typewriterdatabase.com/1957-smith-corona-skyriter.4.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _4_1360640708.jpg	7
5	munk	Sightings	http://typewriterdatabase.com/img/tRemington _5_1359560727.jpg	QT2322824	1952	Remington	Quiet-Riter	http://typewriterdatabase.com/1952-remington-quietriter.5.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _5_1359560726.jpg	10
6	munk	My Collection	http://typewriterdatabase.com/img/tIBM _6_1360445638.jpg	4088598	1963	IBM	Selectric I	http://typewriterdatabase.com/1963-ibm-selectric-i.6.typewriter	http://typewriterdatabase.com/img/thumbs/gIBM _6_1383360762.jpg	23
7	munk	My Collection	http://typewriterdatabase.com/img/tIBM _7_1360445619.jpg	5846248	1970	IBM	Selectric I	http://typewriterdatabase.com/1970-ibm-selectric-i.7.typewriter	http://typewriterdatabase.com/img/thumbs/gIBM _7_1360008392.jpg	9
8	munk	Sightings	http://typewriterdatabase.com/img/tDayton _8_1379179640.jpg	BN-330	1924	Dayton	Portable	http://typewriterdatabase.com/1924-dayton-portable.8.typewriter	http://typewriterdatabase.com/img/thumbs/gDayton _8_1360034607.jpg	24
9	ToriForte	My Collection	http://typewriterdatabase.com/img/tHermes _9_1360445582.jpg	6027915	1964	Hermes	Rocket	http://typewriterdatabase.com/1964-hermes-rocket.9.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _9_1360213035.jpg	4
10	munk	Sightings	http://typewriterdatabase.com/img/tSmith-Corona _10_1360442972.jpg	5AX-430658	1966	Smith Corona	Sterling	http://typewriterdatabase.com/1966-smith-corona-sterling.10.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _10_1360442972.jpg	3
11	munk	My Collection	http://typewriterdatabase.com/img/tUnderwood _11_1360443514.jpg	AG2859328	1957	Underwood	De Luxe	http://typewriterdatabase.com/1957-underwood-de-luxe.11.typewriter	http://typewriterdatabase.com/img/thumbs/gUnderwood _11_1360966863.jpg	14
12	richardpolt	Sightings	NONE	HV90146	1919	Century	10	http://typewriterdatabase.com/1919-century-10.12.typewriter	http://typewriterdatabase.com/img/thumbs/gCentury _12_1360506436.jpg	4
13	munk	My Collection	http://typewriterdatabase.com/img/tRoyal _13_1362812776.jpg	A-1551567	1948	Royal	Quiet De Luxe	http://typewriterdatabase.com/1948-royal-quiet-de-luxe.13.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _13_1360523020.jpg	7
14	munk	My Collection	http://typewriterdatabase.com/img/tRemington Rand _14_1369185528.png	S73610	1933	Monarch (Remington)	Remie Scout Model	http://typewriterdatabase.com/1933-monarch-remington-remie-scout-model.14.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington Rand _14_1360523852.jpg	7
15	munk	My Collection	http://typewriterdatabase.com/img/t _15_1472846091.jpg	CD-226351	1941	Royal	Companion	http://typewriterdatabase.com/1941-royal-companion.15.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _15_1472845787.jpg	15
16	richardpolt	My Collection	NONE	48051	1926-1930	Senta	4	http://typewriterdatabase.com/19261930-senta-4.16.typewriter	http://typewriterdatabase.com/img/thumbs/gSenta _16_1360587379.jpg	6
17	ScottK	Sightings	NONE	Not Accessable	193x	Hermes	Baby	http://typewriterdatabase.com/193x-hermes-baby.17.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _17_1360625791.jpg	1
18	munk	My Collection	http://typewriterdatabase.com/img/tCorona _18_1360640230.jpg	R2P05175	1929	Corona	4	http://typewriterdatabase.com/1929-corona-4.18.typewriter	http://typewriterdatabase.com/img/thumbs/gCorona _18_1360640229.jpg	27
19	munk	My Collection	http://typewriterdatabase.com/img/tSwissa _19_1360701669.jpg	6102535	1961	Swissa	Junior	http://typewriterdatabase.com/1961-swissa-junior.19.typewriter	http://typewriterdatabase.com/img/thumbs/gSwissa _19_1360701668.jpg	24
20	munk	Sightings	http://typewriterdatabase.com/img/tSmith-Corona _20_1360702691.jpg	6LT2-206484	1966*	Smith Corona	Classic 12	http://typewriterdatabase.com/1966-smith-corona-classic-12.20.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _20_1360702690.jpg	9
1115	notagain	My Collection	http://typewriterdatabase.com/img/tRemington _1115_1365361964.jpg	AT1937184	1949	Remington	All-New	http://typewriterdatabase.com/1949-remington-allnew.1115.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _1115_1365361963.jpg	4
21	munk	My Collection	http://typewriterdatabase.com/img/tUnderwood _21_1360703906.jpg	1426474	1920	Underwood	5	http://typewriterdatabase.com/1920-underwood-5.21.typewriter	http://typewriterdatabase.com/img/thumbs/gUnderwood _21_1360703906.jpg	15
22	munk	Sightings	http://typewriterdatabase.com/img/tRoyal _22_1360705071.jpg	A-1971685	1949	Royal	Quiet De Luxe	http://typewriterdatabase.com/1949-royal-quiet-de-luxe.22.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _22_1360705070.jpg	11
23	richardpolt	My Collection	NONE	73715	ca. 1915	Chicago	closed frame model	http://typewriterdatabase.com/ca-1915-chicago-closed-frame-model.23.typewriter	http://typewriterdatabase.com/img/thumbs/gChicago _23_1360753110.jpg	1
24	munk	Sightings	http://typewriterdatabase.com/img/tSmith-Corona _24_1360765798.jpg	6T 407348	1964	Smith Corona	Galaxie	http://typewriterdatabase.com/1964-smith-corona-galaxie.24.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _24_1362950854.jpg	4
25	munk	Sightings	http://typewriterdatabase.com/img/tSmith-Corona _25_1360765963.jpg	5S300056	1952	Smith Corona	Silent	http://typewriterdatabase.com/1952-smith-corona-silent.25.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _25_1360765963.jpg	8
26	mpclemens	My Collection	http://typewriterdatabase.com/img/tUnderwood _26_1360803276.png	A2548823	1954	Underwood	De Luxe	http://typewriterdatabase.com/1954-underwood-de-luxe.26.typewriter	http://typewriterdatabase.com/img/thumbs/gUnderwood _26_1360860092.jpg	0
27	mpclemens	My Collection	NONE	11-8193744	1958	Underwood	SX	http://typewriterdatabase.com/1958-underwood-sx.27.typewriter	http://typewriterdatabase.com/img/thumbs/gUnderwood _27_1360799954.png	0
28	munk	Sightings	http://typewriterdatabase.com/img/tSmith-Corona _28_1360970097.jpg	5TE-183849	1959	Smith Corona	Electric Portable	http://typewriterdatabase.com/1959-smith-corona-electric-portable.28.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _28_1360970097.jpg	12
29	munk	Sightings	NONE	15172	1909*	Bennett	Pocket Model	http://typewriterdatabase.com/1909-bennett-pocket-model.29.typewriter	http://typewriterdatabase.com/img/thumbs/gBennet _29_1360998601.jpg	8
30	ScottK	My Collection	http://typewriterdatabase.com/img/tOlivetti _30_1361184938.png	7764837	1960	Olivetti	Lettera 22	http://typewriterdatabase.com/1960-olivetti-lettera-22.30.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _30_1361184938.jpg	1
33	tryanpa	My Collection	NONE	HHP-13-5326690	1954	Royal	HH	http://typewriterdatabase.com/1954-royal-hh.33.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _33_1361401384.jpg	3
34	munk	Sightings	http://typewriterdatabase.com/img/tRemington Rand _34_1362811613.jpg	P122299	1937	Remington Rand	Model 1 Portable	http://typewriterdatabase.com/1937-remington-rand-model-1-portable.34.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington Rand _34_1361401483.jpg	2
35	ScottK	My Collection	http://typewriterdatabase.com/img/tOlivetti _35_1361525658.png	1049504	1962	Olivetti	Lettera 22	http://typewriterdatabase.com/1962-olivetti-lettera-22.35.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _35_1361525658.jpg	4
36	ScottK	My Collection	http://typewriterdatabase.com/img/tBijou _36_1361527141.png	30046	1920	Bijou	Bijou 5	http://typewriterdatabase.com/1920-bijou-bijou-5.36.typewriter	http://typewriterdatabase.com/img/thumbs/gBijou _36_1361527141.jpg	2
37	natslaptaps	My Collection	http://typewriterdatabase.com/img/tRoyal _37_1361762607.png	P233587	1930	Royal	P	http://typewriterdatabase.com/1930-royal-p.37.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _37_1361762605.jpg	0
38	natslaptaps	My Collection	http://typewriterdatabase.com/img/tOlivetti _38_1361764960.png	1185749	1962	Olivetti	Lettera 22	http://typewriterdatabase.com/1962-olivetti-lettera-22.38.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _38_1361764960.jpg	0
39	natslaptaps	My Collection	http://typewriterdatabase.com/img/tOlivetti _39_1361765508.png	8926517	Unknown	Olivetti	Lettera 82	http://typewriterdatabase.com/unknown-olivetti-lettera-82.39.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _39_1361765506.jpg	2
1074	cosmotype	My Collection	NONE	J120743	1920	Woodstock	Unknown	http://typewriterdatabase.com/1920-woodstock-unknown.1074.typewriter	NONE	0
1073	cosmotype	My Collection	NONE	3560	19XX*	Wellington	2	http://typewriterdatabase.com/19xx-wellington-2.1073.typewriter	NONE	0
1071	cosmotype	My Collection	NONE	4426 A	19XX*	Vornado	Unknown	http://typewriterdatabase.com/19xx-vornado-unknown.1071.typewriter	NONE	0
1072	cosmotype	My Collection	NONE	207501	1962	Voss	Unknown	http://typewriterdatabase.com/1962-voss-unknown.1072.typewriter	NONE	0
1069	cosmotype	My Collection	NONE	401912/9	19XX*	VariTyper	Unknown	http://typewriterdatabase.com/19xx-varityper-unknown.1069.typewriter	NONE	0
1070	cosmotype	My Collection	NONE	613659	19XX*	VariTyper	DS	http://typewriterdatabase.com/19xx-varityper-ds.1070.typewriter	NONE	0
1068	cosmotype	My Collection	NONE	91377810	1960	Olivetti	Lettera 22	http://typewriterdatabase.com/1960-olivetti-lettera-22.1068.typewriter	NONE	0
1067	cosmotype	My Collection	NONE	719239	1936	Underwood	Noiseless 77	http://typewriterdatabase.com/1936-underwood-noiseless-77.1067.typewriter	NONE	0
1066	cosmotype	My Collection	NONE	672881	1935	Underwood	Noiseless 77	http://typewriterdatabase.com/1935-underwood-noiseless-77.1066.typewriter	NONE	0
1065	cosmotype	My Collection	NONE	547892	1931	Underwood-Elliot-Fisher	Unknown	http://typewriterdatabase.com/1931-underwoodelliotfisher-unknown.1065.typewriter	NONE	0
1064	cosmotype	My Collection	NONE	649565	19XX*	Olivetti-Underwood	21	http://typewriterdatabase.com/19xx-olivettiunderwood-21.1064.typewriter	NONE	0
1063	cosmotype	My Collection	NONE	F975280	1936	Underwood	Universal	http://typewriterdatabase.com/1936-underwood-universal.1063.typewriter	NONE	0
1061	cosmotype	My Collection	NONE	104461	1924	Underwood	Portable 3 Bank	http://typewriterdatabase.com/1924-underwood-portable-3-bank.1061.typewriter	NONE	0
1062	cosmotype	My Collection	NONE	473424	1929	Underwood	Portable 4 Bank	http://typewriterdatabase.com/1929-underwood-portable-4-bank.1062.typewriter	NONE	0
1060	cosmotype	My Collection	NONE	89152	1922	Underwood	Portable 3 Bank	http://typewriterdatabase.com/1922-underwood-portable-3-bank.1060.typewriter	NONE	0
1059	cosmotype	My Collection	NONE	66680	1922	Underwood	Portable 3 Bank	http://typewriterdatabase.com/1922-underwood-portable-3-bank.1059.typewriter	NONE	0
1058	cosmotype	My Collection	NONE	1513275	1946	Underwood	Noiseless 77	http://typewriterdatabase.com/1946-underwood-noiseless-77.1058.typewriter	NONE	0
1057	cosmotype	My Collection	NONE	N3883692	1932	Underwood	Noiseless	http://typewriterdatabase.com/1932-underwood-noiseless.1057.typewriter	NONE	0
1056	cosmotype	My Collection	NONE	1502261	1935	Underwood	Noiseless	http://typewriterdatabase.com/1935-underwood-noiseless.1056.typewriter	NONE	0
1055	cosmotype	My Collection	NONE	R2381569	19XX*	Underwood	De Luxe	http://typewriterdatabase.com/19xx-underwood-de-luxe.1055.typewriter	NONE	0
1053	cosmotype	My Collection	NONE	G-1531537	1943	Underwood	Champion	http://typewriterdatabase.com/1943-underwood-champion.1053.typewriter	NONE	0
1054	cosmotype	My Collection	NONE	E1397684	1940	Underwood	Leader	http://typewriterdatabase.com/1940-underwood-leader.1054.typewriter	NONE	0
1052	cosmotype	My Collection	NONE	715792	1973	Underwood	670	http://typewriterdatabase.com/1973-underwood-670.1052.typewriter	NONE	0
1050	cosmotype	My Collection	NONE	4113002-11	1932	Underwood	6	http://typewriterdatabase.com/1932-underwood-6.1050.typewriter	NONE	0
1051	cosmotype	My Collection	NONE	4159372-18	1934	Underwood	6	http://typewriterdatabase.com/1934-underwood-6.1051.typewriter	NONE	0
1049	cosmotype	My Collection	NONE	4011903-10	1931	Underwood	6	http://typewriterdatabase.com/1931-underwood-6.1049.typewriter	NONE	0
1048	cosmotype	My Collection	NONE	1629817-5	1922	Underwood	5	http://typewriterdatabase.com/1922-underwood-5.1048.typewriter	NONE	0
1047	cosmotype	My Collection	NONE	1258612-5	1919	Underwood	5	http://typewriterdatabase.com/1919-underwood-5.1047.typewriter	NONE	0
1046	cosmotype	My Collection	NONE	757005-5	1915	Underwood	5	http://typewriterdatabase.com/1915-underwood-5.1046.typewriter	NONE	0
1044	cosmotype	My Collection	NONE	5913912	1947	Underwood	10	http://typewriterdatabase.com/1947-underwood-10.1044.typewriter	NONE	0
1045	cosmotype	My Collection	NONE	5021519	19XX*	Underwood	255	http://typewriterdatabase.com/19xx-underwood-255.1045.typewriter	NONE	0
1043	cosmotype	My Collection	NONE	E20-6650844	1950	Underwood	Unknown	http://typewriterdatabase.com/1950-underwood-unknown.1043.typewriter	NONE	0
1042	cosmotype	My Collection	NONE	11-7767886	1956	Underwood	Unknown	http://typewriterdatabase.com/1956-underwood-unknown.1042.typewriter	NONE	0
1041	cosmotype	My Collection	NONE	4365462-11	1935	Underwood	Unknown	http://typewriterdatabase.com/1935-underwood-unknown.1041.typewriter	NONE	0
1040	cosmotype	My Collection	NONE	840745	1936	Underwood	Unknown	http://typewriterdatabase.com/1936-underwood-unknown.1040.typewriter	NONE	0
1038	cosmotype	My Collection	NONE	4444544	1964	Triumph	Tippa	http://typewriterdatabase.com/1964-triumph-tippa.1038.typewriter	NONE	0
1039	cosmotype	My Collection	NONE	523348	1931	Underwood	Unknown	http://typewriterdatabase.com/1931-underwood-unknown.1039.typewriter	NONE	0
1037	cosmotype	My Collection	NONE	85078	1931	Triumph	Perfekt	http://typewriterdatabase.com/1931-triumph-perfekt.1037.typewriter	NONE	0
1036	cosmotype	My Collection	NONE	682403	1951	Triumph	Norm	http://typewriterdatabase.com/1951-triumph-norm.1036.typewriter	NONE	0
1035	cosmotype	My Collection	NONE	5CT-448429T	19XX*	Tower	Tabulator	http://typewriterdatabase.com/19xx-tower-tabulator.1035.typewriter	NONE	0
1034	cosmotype	My Collection	NONE	5TT-771564X	19XX*	Tower	President	http://typewriterdatabase.com/19xx-tower-president.1034.typewriter	NONE	0
1032	cosmotype	My Collection	NONE	1243921	1959	Torpedo	Unknown	http://typewriterdatabase.com/1959-torpedo-unknown.1032.typewriter	NONE	0
1033	cosmotype	My Collection	NONE	6LTT-121358	19XX*	Tower	Constellation	http://typewriterdatabase.com/19xx-tower-constellation.1033.typewriter	NONE	0
1031	cosmotype	My Collection	NONE	1A1974647 11	1946	Smith Corona	SuperSpeed	http://typewriterdatabase.com/1946-smith-corona-superspeed.1031.typewriter	NONE	0
1029	cosmotype	My Collection	NONE	6SS 841643	19XX*	Smith Corona	Super Sterling	http://typewriterdatabase.com/19xx-smith-corona-super-sterling.1029.typewriter	NONE	0
1030	cosmotype	My Collection	NONE	7YP48012	19XX*	Smith Corona	Super-G	http://typewriterdatabase.com/19xx-smith-corona-superg.1030.typewriter	NONE	0
1027	cosmotype	My Collection	NONE	6ELEK140743G	1983	Smith Corona	Super Corr.	http://typewriterdatabase.com/1983-smith-corona-super-corr.1027.typewriter	NONE	0
1028	cosmotype	My Collection	NONE	6SS 804600	19XX*	Smith Corona	Super Sterling	http://typewriterdatabase.com/19xx-smith-corona-super-sterling.1028.typewriter	NONE	0
1025	cosmotype	My Collection	NONE	5A102957	1949	Smith Corona	Sterling	http://typewriterdatabase.com/1949-smith-corona-sterling.1025.typewriter	NONE	0
1026	cosmotype	My Collection	NONE	5A213504	1950	Smith Corona	Sterling	http://typewriterdatabase.com/1950-smith-corona-sterling.1026.typewriter	NONE	0
1023	cosmotype	My Collection	NONE	2Y123517	1952	Smith Corona	Skyriter	http://typewriterdatabase.com/1952-smith-corona-skyriter.1023.typewriter	NONE	0
1024	cosmotype	My Collection	NONE	4A163980	1947	Smith Corona	Sterling	http://typewriterdatabase.com/1947-smith-corona-sterling.1024.typewriter	NONE	0
1022	cosmotype	My Collection	NONE	5T-736833X	1960	Smith Corona	Silent Super	http://typewriterdatabase.com/1960-smith-corona-silent-super.1022.typewriter	NONE	0
1021	cosmotype	My Collection	NONE	5T-270312	1956	Smith Corona	Silent Super	http://typewriterdatabase.com/1956-smith-corona-silent-super.1021.typewriter	NONE	0
1020	cosmotype	My Collection	NONE	5T-177548	1954	Smith Corona	Silent Super	http://typewriterdatabase.com/1954-smith-corona-silent-super.1020.typewriter	NONE	0
1019	cosmotype	My Collection	NONE	4S-201177	1948	Smith Corona	Silent	http://typewriterdatabase.com/1948-smith-corona-silent.1019.typewriter	NONE	0
1017	cosmotype	My Collection	NONE	5S-110965	1949	Smith Corona	Silent	http://typewriterdatabase.com/1949-smith-corona-silent.1017.typewriter	NONE	0
1018	cosmotype	My Collection	NONE	5S-199147	1949	Smith Corona	Silent	http://typewriterdatabase.com/1949-smith-corona-silent.1018.typewriter	NONE	0
1016	cosmotype	My Collection	NONE	4S-107727	1945	Smith Corona	Silent	http://typewriterdatabase.com/1945-smith-corona-silent.1016.typewriter	NONE	0
1015	cosmotype	My Collection	NONE	1S-42932	1936	Smith Corona	Silent	http://typewriterdatabase.com/1936-smith-corona-silent.1015.typewriter	NONE	0
1013	cosmotype	My Collection	NONE	6MLC560101	19XX*	Smith Corona	Galaxie XII	http://typewriterdatabase.com/19xx-smith-corona-galaxie-xii.1013.typewriter	NONE	0
1014	cosmotype	My Collection	NONE	PC5109256-11	19XX*	Smith Corona	Pacemaker	http://typewriterdatabase.com/19xx-smith-corona-pacemaker.1014.typewriter	NONE	0
1011	cosmotype	My Collection	NONE	6MLC195758	19XX*	Smith Corona	Galaxie Twelve	http://typewriterdatabase.com/19xx-smith-corona-galaxie-twelve.1011.typewriter	NONE	0
1012	cosmotype	My Collection	NONE	6MLC408780H	19XX*	Smith Corona	Galaxie Twelve	http://typewriterdatabase.com/19xx-smith-corona-galaxie-twelve.1012.typewriter	NONE	0
1010	cosmotype	My Collection	NONE	6LRB207845	19XX*	Smith Corona	Electric 250	http://typewriterdatabase.com/19xx-smith-corona-electric-250.1010.typewriter	NONE	0
1009	cosmotype	My Collection	NONE	5TE 226892	1960	Smith Corona	Electric Portable	http://typewriterdatabase.com/1960-smith-corona-electric-portable.1009.typewriter	NONE	0
1008	cosmotype	My Collection	NONE	5TE 181466	1958	Smith Corona	Electric Portable	http://typewriterdatabase.com/1958-smith-corona-electric-portable.1008.typewriter	NONE	0
1007	cosmotype	My Collection	NONE	3LRU295100	19XX*	Smith Corona	Electra XT	http://typewriterdatabase.com/19xx-smith-corona-electra-xt.1007.typewriter	NONE	0
1006	cosmotype	My Collection	NONE	6LE101902	19XX*	Smith Corona	Electra 120	http://typewriterdatabase.com/19xx-smith-corona-electra-120.1006.typewriter	NONE	0
1004	cosmotype	My Collection	NONE	5Y130065	19XX*	Smith Corona	Corsair	http://typewriterdatabase.com/19xx-smith-corona-corsair.1004.typewriter	NONE	0
1005	cosmotype	My Collection	NONE	6Y387017	1967	Smith Corona	Corsair	http://typewriterdatabase.com/1967-smith-corona-corsair.1005.typewriter	NONE	0
1003	cosmotype	My Collection	NONE	6MLE100239H	19XX*	Smith Corona	Classic 12	http://typewriterdatabase.com/19xx-smith-corona-classic-12.1003.typewriter	NONE	0
1002	cosmotype	My Collection	NONE	6LTV 409302	1974	Smith Corona	Classic 12	http://typewriterdatabase.com/1974-smith-corona-classic-12.1002.typewriter	NONE	0
1001	cosmotype	My Collection	NONE	21362	1901	Smith Premier	4	http://typewriterdatabase.com/1901-smith-premier-4.1001.typewriter	NONE	0
1000	cosmotype	My Collection	NONE	6071	1898	Smith Premier	4	http://typewriterdatabase.com/1898-smith-premier-4.1000.typewriter	NONE	0
999	cosmotype	My Collection	NONE	5A905534	1958	Smith Corona	Sterling	http://typewriterdatabase.com/1958-smith-corona-sterling.999.typewriter	NONE	0
998	cosmotype	My Collection	NONE	6ESB-153962	19XX*	Smith Corona	Coronet Automatic	http://typewriterdatabase.com/19xx-smith-corona-coronet-automatic.998.typewriter	NONE	0
997	cosmotype	My Collection	NONE	7A3188472-11	1952	Smith Corona	Unknown	http://typewriterdatabase.com/1952-smith-corona-unknown.997.typewriter	NONE	0
996	cosmotype	My Collection	NONE	7799525	19XX*	Singer	Professional T-62	http://typewriterdatabase.com/19xx-singer-professional-t62.996.typewriter	NONE	0
995	cosmotype	My Collection	NONE	MO131777	19XX*		1003D	http://typewriterdatabase.com/19xx-1003d.995.typewriter	NONE	0
994	cosmotype	My Collection	NONE	058277-11t38	1952	Siemag	Unknown	http://typewriterdatabase.com/1952-siemag-unknown.994.typewriter	NONE	0
993	cosmotype	My Collection	NONE	S6SD 106457G	19XX*	Sears	Electric 10	http://typewriterdatabase.com/19xx-sears-electric-10.993.typewriter	NONE	0
992	cosmotype	My Collection	NONE	11293101	19XX*	Sears	Correct-O-Sphere 268...	http://typewriterdatabase.com/19xx-sears-correctosphere-268.992.typewriter	NONE	0
991	cosmotype	My Collection	NONE	7YP48012	197x	SCM	Super G	http://typewriterdatabase.com/197x-scm-super-g.991.typewriter	NONE	0
990	cosmotype	My Collection	NONE	7YP105677	197x	SCM	Super G	http://typewriterdatabase.com/197x-scm-super-g.990.typewriter	NONE	0
989	cosmotype	My Collection	NONE	NR8242022	19XX*	Royal	Swinger	http://typewriterdatabase.com/19xx-royal-swinger.989.typewriter	NONE	0
988	cosmotype	My Collection	NONE	10629	1908	Royal	Standard	http://typewriterdatabase.com/1908-royal-standard.988.typewriter	NONE	0
986	cosmotype	My Collection	NONE	SA6048747	1965	Royal	Safari	http://typewriterdatabase.com/1965-royal-safari.986.typewriter	NONE	0
987	cosmotype	My Collection	NONE	RS3206812	19XX*	Royal	Senior	http://typewriterdatabase.com/19xx-royal-senior.987.typewriter	NONE	0
984	cosmotype	My Collection	NONE	SB8140997	19XX*	Royal	Sabre	http://typewriterdatabase.com/19xx-royal-sabre.984.typewriter	NONE	0
985	cosmotype	My Collection	NONE	6002706	19XX*	Royal	Safari	http://typewriterdatabase.com/19xx-royal-safari.985.typewriter	NONE	0
983	cosmotype	My Collection	NONE	RTP5197645	19XX*	Royal	Royaluxe 425	http://typewriterdatabase.com/19xx-royal-royaluxe-425.983.typewriter	NONE	0
982	cosmotype	My Collection	NONE	RL3121835	1955	Royal	Royalite	http://typewriterdatabase.com/1955-royal-royalite.982.typewriter	NONE	0
981	cosmotype	My Collection	NONE	RA3008522	19XX*	Royal	Quiet De Luxe	http://typewriterdatabase.com/19xx-royal-quiet-de-luxe.981.typewriter	NONE	0
980	cosmotype	My Collection	NONE	AE3474648	19XX*	Royal	Quiet De Luxe	http://typewriterdatabase.com/19xx-royal-quiet-de-luxe.980.typewriter	NONE	0
979	cosmotype	My Collection	NONE	AG2100507	19XX*	Royal	Quiet De Luxe	http://typewriterdatabase.com/19xx-royal-quiet-de-luxe.979.typewriter	NONE	0
978	cosmotype	My Collection	NONE	AG3366962	19XX*	Royal	Quiet De Luxe	http://typewriterdatabase.com/19xx-royal-quiet-de-luxe.978.typewriter	NONE	0
977	cosmotype	My Collection	NONE	AG3317001	19XX*	Royal	Quiet De Luxe	http://typewriterdatabase.com/19xx-royal-quiet-de-luxe.977.typewriter	NONE	0
976	cosmotype	My Collection	NONE	AG2151970	19XX*	Royal	Quiet De Luxe	http://typewriterdatabase.com/19xx-royal-quiet-de-luxe.976.typewriter	NONE	0
975	cosmotype	My Collection	NONE	RA2990801	1955	Royal	Quiet De Luxe	http://typewriterdatabase.com/1955-royal-quiet-de-luxe.975.typewriter	NONE	0
974	cosmotype	My Collection	NONE	A970239	1940	Royal	Quiet De Luxe	http://typewriterdatabase.com/1940-royal-quiet-de-luxe.974.typewriter	NONE	0
973	cosmotype	My Collection	NONE	O-715013	1938	Royal	O	http://typewriterdatabase.com/1938-royal-o.973.typewriter	NONE	0
972	cosmotype	My Collection	NONE	O-716215	1938	Royal	O	http://typewriterdatabase.com/1938-royal-o.972.typewriter	NONE	0
971	cosmotype	My Collection	NONE	MC8202364	1965	Royal (Silver-Seiko)	Mercury	http://typewriterdatabase.com/1965-royal-silverseiko-mercury.971.typewriter	NONE	0
970	cosmotype	My Collection	NONE	MC1088284	19XX*	Royal (Silver-Seiko)	Mercury	http://typewriterdatabase.com/19xx-royal-silverseiko-mercury.970.typewriter	NONE	0
969	cosmotype	My Collection	NONE	CWL 3646701	1977	Royal	Medallion II	http://typewriterdatabase.com/1977-royal-medallion-ii.969.typewriter	NONE	0
968	cosmotype	My Collection	NONE	20-3384051	1947	Royal	KMM	http://typewriterdatabase.com/1947-royal-kmm.968.typewriter	NONE	0
967	cosmotype	My Collection	NONE	13-4109056	1950	Royal	KMG	http://typewriterdatabase.com/1950-royal-kmg.967.typewriter	NONE	0
966	cosmotype	My Collection	NONE	42-101049	19XX*	Royal	KHY	http://typewriterdatabase.com/19xx-royal-khy.966.typewriter	NONE	0
965	cosmotype	My Collection	NONE	RC2751855	19XX*	Royal	Keystone	http://typewriterdatabase.com/19xx-royal-keystone.965.typewriter	NONE	0
964	cosmotype	My Collection	NONE	J27802	1935	Royal	Junior	http://typewriterdatabase.com/1935-royal-junior.964.typewriter	NONE	0
963	cosmotype	My Collection	NONE	2A4910897	19XX*	Royal	Futura 800	http://typewriterdatabase.com/19xx-royal-futura-800.963.typewriter	NONE	0
962	cosmotype	My Collection	NONE	2A4015170	1959	Royal	Futura 800	http://typewriterdatabase.com/1959-royal-futura-800.962.typewriter	NONE	0
961	cosmotype	My Collection	NONE	GAE137756432	19XX*	Royal	Electress	http://typewriterdatabase.com/19xx-royal-electress.961.typewriter	NONE	0
960	cosmotype	My Collection	NONE	CM7244824	19XX*	Royal	Custom	http://typewriterdatabase.com/19xx-royal-custom.960.typewriter	NONE	0
959	cosmotype	My Collection	NONE	RF2860645	1950	Royal	Companion	http://typewriterdatabase.com/1950-royal-companion.959.typewriter	NONE	0
957	cosmotype	My Collection	NONE	138895-5	1912	Royal	5	http://typewriterdatabase.com/1912-royal-5.957.typewriter	NONE	0
